Term	Overlap	P-value	Adjusted P-value	Z-score	Combined Score	Genes
pattern specification process (GO:0007389)	2/385	0.5902673525955288	0.6468509102005529	0.6732811587066359	-0.2933078292922819	HHIP;FGFR2
extracellular matrix organization (GO:0030198)	2/359	0.5521478716681164	0.6156611029179333	0.6054105307514889	-0.29365959926877416	FKBP1A;DST
extracellular structure organization (GO:0043062)	2/360	0.5536582053226204	0.616310223527611	0.6088805438073993	-0.29470112567563284	FKBP1A;DST
inflammatory response (GO:0006954)	2/376	0.5773437533503971	0.6357483453145335	0.6515256843631879	-0.2951101728305643	PLP1;TSPAN2
anatomical structure homeostasis (GO:0060249)	1/208	0.6586077910647924	0.7025149771357786	0.836894900805635	-0.29549801391990793	ALDOA
regulation of leukocyte activation (GO:0002694)	2/390	0.5973221961480831	0.6512675504800118	0.6942950552946067	-0.29773783769040735	IL33;DUSP3
regulation of response to wounding (GO:1903034)	2/347	0.5337516138975746	0.6022278192489202	0.5881115830101822	-0.29824283308434224	IL33;APOD
cytokine-mediated signaling pathway (GO:0019221)	2/342	0.5259394391847728	0.5954369780369806	0.5785903412251631	-0.2999757898471211	GAB1;ADIPOR2
coenzyme metabolic process (GO:0006732)	1/196	0.6367219187735972	0.685779974153558	0.808050836131139	-0.3047955149012552	QDPR
cell morphogenesis (GO:0000902)	1/204	0.6514610210836684	0.6971315358574631	0.8514548785980758	-0.3071888863413941	FGFR2
transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178)	1/196	0.6367219187735972	0.685779974153558	0.8173013994171512	-0.30828481294268334	FKBP1A
glycerolipid biosynthetic process (GO:0045017)	1/202	0.6478325022522639	0.6938077120895213	0.8435733759175735	-0.3083770450111643	PLA2G16
visual perception (GO:0007601)	1/195	0.6348368391771901	0.6848605381212904	0.8263510865101746	-0.31280698609344	SLC24A2
sensory perception of light stimulus (GO:0050953)	1/198	0.6404633300695438	0.687023669089139	0.8336762066874184	-0.3129508221490511	SLC24A2
leukocyte activation (GO:0045321)	2/373	0.5729717846147807	0.6340887749736906	0.6880084969685104	-0.3134334927144887	FKBP1A;NDRG1
regulation of cysteine-type endopeptidase activity (GO:2000116)	1/197	0.6385973996853112	0.6866861107547313	0.834868966488866	-0.3138088687320046	CRYAB
energy derivation by oxidation of organic compounds (GO:0015980)	1/198	0.6404633300695438	0.687023669089139	0.8413355784306543	-0.31582604716442647	PRKACB
regulation of peptide secretion (GO:0002791)	1/192	0.629123522484611	0.6792488112679378	0.8225327498146898	-0.31812916623411375	PRKACB
antigen processing and presentation of peptide antigen (GO:0048002)	1/185	0.615447337005448	0.6699295602813401	0.7980112813616415	-0.3196695185323327	OSBPL1A
negative regulation of cell cycle phase transition (GO:1901988)	1/200	0.6441667309484996	0.6904385945920964	0.8640372546616835	-0.3200637986667321	BCL2L1
microtubule-based movement (GO:0007018)	1/187	0.6194047850401176	0.6714853506394092	0.8074213439488781	-0.3215661105984633	DST
positive regulation of innate immune response (GO:0045089)	1/190	0.6252657566284721	0.6761831635200415	0.8232688788420338	-0.3221379397149791	DUSP3
negative regulation of apoptotic signaling pathway (GO:2001234)	1/187	0.6194047850401176	0.6714853506394092	0.8102364571182225	-0.3226872662373931	BCL2L1
regulation of peptide hormone secretion (GO:0090276)	1/189	0.6233220590406411	0.6746305577880778	0.8233990864712092	-0.3240816956343084	PRKACB
positive regulation of growth (GO:0045927)	1/189	0.6233220590406411	0.6746305577880778	0.8242307015518866	-0.3244090110635931	FGFR2
T cell activation (GO:0042110)	1/198	0.6404633300695438	0.687023669089139	0.868017802304372	-0.32584219471795245	FKBP1A
negative regulation of mitotic cell cycle phase transition (GO:1901991)	1/192	0.629123522484611	0.6792488112679378	0.8465385114817136	-0.32741382139910946	BCL2L1
regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043281)	1/186	0.6174311080763086	0.6709889619683616	0.8230851572490702	-0.32841311139922164	CRYAB
intracellular receptor signaling pathway (GO:0030522)	1/186	0.6174311080763086	0.6709889619683616	0.8256010667754632	-0.3294169658221628	BCL2L1
endosomal transport (GO:0016197)	1/187	0.6194047850401176	0.6714853506394092	0.8319819004957685	-0.3313476734740382	MYO1D
antigen processing and presentation of exogenous antigen (GO:0019884)	1/173	0.5908359593925231	0.6468509102005529	0.7857895818459447	-0.34232093613679837	OSBPL1A
antigen processing and presentation of exogenous peptide antigen (GO:0002478)	1/171	0.586585689076105	0.6437899133000557	0.7827363792808643	-0.3447036600383605	OSBPL1A
glycerophospholipid biosynthetic process (GO:0046474)	1/178	0.6012739967247178	0.6550384476213498	0.8234107286043674	-0.3483532514926547	PLA2G16
positive regulation of cell adhesion (GO:0045785)	1/171	0.586585689076105	0.6437899133000557	0.7915189720513222	-0.3485713630770064	EDIL3
regulation of Rho GTPase activity (GO:0032319)	1/174	0.5929449034760528	0.6486250673939028	0.8058772113993382	-0.3488645972986296	DOCK10
regulation of cellular component size (GO:0032535)	1/165	0.5735718776949557	0.6342243576843473	0.7700034062159116	-0.3506229842453975	GSN
regulation of ossification (GO:0030278)	1/173	0.5908359593925231	0.6468509102005529	0.8061215732841819	-0.3511783535720263	FGFR2
cytosolic calcium ion homeostasis (GO:0051480)	1/176	0.5971306795758852	0.6512675504800118	0.8265046104556869	-0.3544338875549244	LPAR1
protein autophosphorylation (GO:0046777)	1/170	0.5844442539829222	0.6425016302063914	0.8019110459970448	-0.354754159794801	FGFR2
response to mechanical stimulus (GO:0009612)	1/176	0.5971306795758852	0.6512675504800118	0.8310396638837467	-0.3563786760006783	SLC12A2
organic hydroxy compound biosynthetic process (GO:1901617)	1/166	0.5757685647947999	0.6345399618651404	0.7844736934596466	-0.35682179136838066	GPR37
response to estrogen (GO:0043627)	1/166	0.5757685647947999	0.6345399618651404	0.7851480198535068	-0.3571285121084517	CRYAB
cellular response to transforming growth factor beta stimulus (GO:0071560)	1/166	0.5757685647947999	0.6345399618651404	0.7872900121956126	-0.3581028080612412	FKBP1A
tube development (GO:0035295)	1/164	0.5713639726801626	0.6328368271219815	0.7838986042406864	-0.35866705814114863	FGFR2
response to transforming growth factor beta (GO:0071559)	1/166	0.5757685647947999	0.6345399618651404	0.7923168376553097	-0.3603892848167776	FKBP1A
regulation of insulin secretion (GO:0050796)	1/169	0.5822918792718075	0.6406657959179456	0.8096100882106034	-0.36047673598654906	PRKACB
hematopoietic or lymphoid organ development (GO:0048534)	1/175	0.5950431256292555	0.6503845850499188	0.8436985090673023	-0.36295186114584027	CACNB4
regulation of ion homeostasis (GO:2000021)	1/160	0.5624190394047623	0.624492043753783	0.7819852361433739	-0.3681717002625948	FKBP1A
hormone metabolic process (GO:0042445)	1/158	0.5578777831811166	0.6199679464975086	0.7752182503994759	-0.3706221564328693	PLEKHA1
regulation of protein secretion (GO:0050708)	1/161	0.5646723837946299	0.6264702804338084	0.8013127099709414	-0.37473704857599877	IL33
purine-containing compound biosynthetic process (GO:0072522)	1/146	0.5296376419334454	0.5991131077407287	0.732436183040549	-0.37523062432579757	ALDOA
negative regulation of interferon-gamma production (GO:0032689)	1/27	0.1333044185184788	0.35619369777170995	0.36382328915991974	-0.37556772367609453	IL33
cell cycle checkpoint (GO:0000075)	1/156	0.5532900496011243	0.616310223527611	0.7824877175688922	-0.3787278367492926	BCL2L1
activation of innate immune response (GO:0002218)	1/151	0.5416142878304137	0.6079998091621212	0.7637100944112927	-0.3800074116941785	DUSP3
regulation of cellular protein catabolic process (GO:1903362)	1/155	0.550978607404208	0.6148736055737717	0.7851572010229323	-0.3818522159943608	IL33
peptidyl-tyrosine modification (GO:0018212)	1/154	0.5486553696380116	0.6133117263293598	0.7812142277553188	-0.38192153228178954	FGFR2
regulation of canonical Wnt signaling pathway (GO:0060828)	1/152	0.5439732696639822	0.6085901449989624	0.7699802324486619	-0.3823800638381344	FGFR2
cell chemotaxis (GO:0060326)	1/155	0.550978607404208	0.6148736055737717	0.7869414999717216	-0.38271998936089674	PLXNB3
energy reserve metabolic process (GO:0006112)	1/158	0.5578777831811166	0.6199679464975086	0.8009162984240866	-0.3829080720057918	PRKACB
cellular response to acid chemical (GO:0071229)	1/147	0.5320574059958639	0.6008267305803634	0.7522802827882754	-0.38324820298211787	BCL2L1
ribose phosphate biosynthetic process (GO:0046390)	1/144	0.5247610302890368	0.5946097681090792	0.7389418083815069	-0.38413885513410856	ALDOA
positive regulation of cytosolic calcium ion concentration (GO:0007204)	1/152	0.5439732696639822	0.6085901449989624	0.777400897522318	-0.38606524206090814	LPAR1
positive regulation of Rho GTPase activity (GO:0032321)	1/149	0.5368601593734998	0.6047076265038234	0.7722213683654237	-0.3884352247427876	DOCK10
innate immune response-activating signal transduction (GO:0002758)	1/144	0.5247610302890368	0.5946097681090792	0.750402732431473	-0.39009681581977595	DUSP3
peptidyl-tyrosine phosphorylation (GO:0018108)	1/152	0.5439732696639822	0.6085901449989624	0.786836194493237	-0.39075090710272115	FGFR2
regulation of protein polymerization (GO:0032271)	1/127	0.48124517344398204	0.5620875904429271	0.6842016301878189	-0.39416690772923973	GSN
cell morphogenesis involved in differentiation (GO:0000904)	1/147	0.5320574059958639	0.6008267305803634	0.7743587313963443	-0.39449603965585517	FGFR2
maintenance of location (GO:0051235)	1/152	0.5439732696639822	0.6085901449989624	0.7953975367439462	-0.39500255728594136	FTH1
circadian behavior (GO:0048512)	1/30	0.14650259997398557	0.3590482924440789	0.386196961505763	-0.3955809221077175	PTGDS
regulation of proteolysis involved in cellular protein catabolic process (GO:1903050)	1/148	0.5344648913383983	0.6025206924426085	0.7815017926863305	-0.39593480866450914	IL33
regulation of organ morphogenesis (GO:2000027)	1/150	0.5392432712552839	0.6063633058653827	0.7929812935777563	-0.39670947625771313	FGFR2
cell cycle arrest (GO:0007050)	1/140	0.5148577245214169	0.5853861799353096	0.7445237285252022	-0.39868018159037016	DST
pattern recognition receptor signaling pathway (GO:0002221)	1/142	0.519834558686846	0.5900344392616509	0.7561116349041416	-0.39890512106440856	DUSP3
purine nucleotide biosynthetic process (GO:0006164)	1/132	0.49443653356149325	0.5709667100605765	0.7133444732923007	-0.3997756285683243	ALDOA
ribonucleotide biosynthetic process (GO:0009260)	1/140	0.5148577245214169	0.5853861799353096	0.7466985927747478	-0.39984478553880415	ALDOA
epithelial cell differentiation involved in prostate gland development (GO:0060742)	1/9	0.04978152532556987	0.3267591077106402	0.3578542701384963	-0.4002714715351468	FGFR2
signal transduction by p53 class mediator (GO:0072331)	1/132	0.49443653356149325	0.5709667100605765	0.7193845820261021	-0.40316065271315576	NDRG1
mesenchymal cell differentiation (GO:0048762)	1/23	0.11539326037574439	0.34135867491369254	0.3755122373603484	-0.40360863445001643	FGFR2
G2/M transition of mitotic cell cycle (GO:0000086)	1/139	0.5123502630204687	0.5850396812477924	0.7531298272575203	-0.4037345261773446	TUBB4A
cell cycle G2/M phase transition (GO:0044839)	1/139	0.5123502630204687	0.5850396812477924	0.7557011164055438	-0.40511293155749334	TUBB4A
negative regulation of response to wounding (GO:1903035)	1/138	0.5098300201285778	0.5831647430928091	0.752311532600963	-0.4057107418992654	APOD
circadian rhythm (GO:0007623)	1/127	0.48124517344398204	0.5620875904429271	0.7092619644072098	-0.4086041057862028	PTGDS
purine ribonucleotide biosynthetic process (GO:0009152)	1/126	0.47856645077925763	0.5609322565179649	0.7103372665210874	-0.41068513866203243	ALDOA
cell-substrate adhesion (GO:0031589)	1/140	0.5148577245214169	0.5853861799353096	0.769713362959475	-0.41216881552597884	PPFIBP2
phosphatidylinositol metabolic process (GO:0046488)	1/125	0.4758740862811195	0.5587628528570528	0.7093744350125667	-0.4128772949431257	PLA2G16
positive regulation of cardiac muscle tissue development (GO:0055025)	1/29	0.14212538272983452	0.35814517697385245	0.4023878851584952	-0.4131786617266177	FGFR2
positive regulation of protein catabolic process (GO:0045732)	1/130	0.489200170507391	0.5668916461028056	0.7294761087480403	-0.41404122460764237	IL33
homophilic cell adhesion via plasma membrane adhesion molecules (GO:0007156)	1/142	0.519834558686846	0.5900344392616509	0.7889810965934047	-0.41624620667822765	PCDH9
cellular response to biotic stimulus (GO:0071216)	1/132	0.49443653356149325	0.5709667100605765	0.743131959540972	-0.41646926184702965	LITAF
positive regulation of ERK1 and ERK2 cascade (GO:0070374)	1/115	0.4481849014913049	0.5424144491115834	0.6835096079017209	-0.41811984893038784	FGFR2
rhythmic behavior (GO:0007622)	1/32	0.1551910541136305	0.3590482924440789	0.40863743930634416	-0.4185666671697205	PTGDS
regulation of nuclear division (GO:0051783)	1/138	0.5098300201285778	0.5831647430928091	0.7762728977051772	-0.4186327599623678	FGFR2
positive regulation of immune effector process (GO:0002699)	1/133	0.4970348251172179	0.5725656106083439	0.7510519719425464	-0.41880756878219155	IL33
transforming growth factor beta receptor signaling pathway (GO:0007179)	1/134	0.4996199450065093	0.5739578606995194	0.754514150980669	-0.41890572753872674	FKBP1A
regulation of actin filament length (GO:0030832)	1/123	0.4704481575042571	0.5543523985498257	0.7102924590449327	-0.4190403717429259	GSN
negative regulation of cell activation (GO:0050866)	1/135	0.5021919590818946	0.5754192594139396	0.7583842723439324	-0.4191258892175738	DUSP3
negative regulation of production of molecular mediator of immune response (GO:0002701)	1/21	0.10630126912262297	0.34135867491369254	0.39048565381026645	-0.4197023847066918	IL33
response to corticosteroid (GO:0031960)	1/140	0.5148577245214169	0.5853861799353096	0.7838991787086694	-0.4197650859767532	PTGDS
regulation of proteasomal protein catabolic process (GO:0061136)	1/135	0.5021919590818946	0.5754192594139396	0.7603647128476714	-0.4202203922517766	IL33
regulation of mitochondrion organization (GO:0010821)	1/97	0.3946616443027262	0.5123271394271949	0.6290493912408186	-0.4207031462343828	BCL2L1
cofactor biosynthetic process (GO:0051188)	1/127	0.48124517344398204	0.5620875904429271	0.7311087295805876	-0.4211899744721826	QDPR
amino acid transport (GO:0006865)	1/128	0.4839103224491624	0.5642079966747039	0.7362810525009802	-0.42139743340735053	CACNB4
regulation of muscle cell differentiation (GO:0051147)	1/122	0.467714455193794	0.5521109302198742	0.7098945339122237	-0.42168182004990723	FGFR2
gland morphogenesis (GO:0022612)	1/14	0.07374751732169718	0.3267591077106402	0.3771187564505289	-0.42181941696416647	FGFR2
regulation of microtubule-based process (GO:0032886)	1/124	0.47316801147797466	0.5560770966750004	0.7189567715626247	-0.4219185816395016	DST
regulation of cell fate commitment (GO:0010453)	1/30	0.14650259997398557	0.3590482924440789	0.41201732725794193	-0.42202868092379264	FGFR2
multi-organism reproductive process (GO:0044703)	1/140	0.5148577245214169	0.5853861799353096	0.7897962743635268	-0.4229228834739417	ADIPOR2
regulation of response to DNA damage stimulus (GO:2001020)	1/124	0.47316801147797466	0.5560770966750004	0.7213610328349013	-0.4233295183550498	BCL2L1
sensory perception of mechanical stimulus (GO:0050954)	1/127	0.48124517344398204	0.5620875904429271	0.7353301280174697	-0.42362191192270005	GJC3
regulation of actin polymerization or depolymerization (GO:0008064)	1/122	0.467714455193794	0.5521109302198742	0.7143499697356969	-0.4243283769642193	GSN
lipid modification (GO:0030258)	1/134	0.4996199450065093	0.5739578606995194	0.7644251642784997	-0.4244083151718116	ADIPOR2
regulation of protein binding (GO:0043393)	1/128	0.4839103224491624	0.5642079966747039	0.7418325063820088	-0.42457470981450296	FKBP1A
negative regulation of MAPK cascade (GO:0043409)	1/130	0.489200170507391	0.5668916461028056	0.7490202439091129	-0.42513422348580415	DUSP3
positive regulation of response to wounding (GO:1903036)	1/130	0.489200170507391	0.5668916461028056	0.7490663242822097	-0.4251603781108543	IL33
germ cell development (GO:0007281)	1/121	0.46496683499257185	0.5503350774243632	0.7132938377698295	-0.42599901974667814	BCL2L1
response to glucocorticoid (GO:0051384)	1/130	0.489200170507391	0.5668916461028056	0.7523804405926036	-0.42704142775619863	PTGDS
regulation of chemotaxis (GO:0050920)	1/120	0.4622052270531185	0.5491609912801567	0.7130355168419134	-0.4273675598787769	LPAR1
negative regulation of secretion by cell (GO:1903531)	1/135	0.5021919590818946	0.5754192594139396	0.7746168779415026	-0.42809694189298364	IL33
negative regulation of defense response (GO:0031348)	1/120	0.4622052270531185	0.5491609912801567	0.7154077069287484	-0.428789364354197	APOD
